
*********************************************
dual_powell

                       POINT NUMBER = 392

DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0064  8.4364e-05   58.88
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5386  3.3132e-05    1.08
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5878  1.6162e-04    2.12
cell(4_x)              0.1984     0.2059  5.6175e-05    3.78
cell(4_y)              0.0506     0.0467  1.5296e-05    7.73
cell(4_z)              0.3043     0.2959  7.0275e-05    2.75
cell(5_x)              0.5328     0.5389  3.7786e-05    1.15
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5880  1.5615e-04    2.08
cell(6_x)              0.1984     0.2057  5.3319e-05    3.68
cell(6_y)              0.0506     0.0469  1.3988e-05    7.39
cell(6_z)              0.3043     0.2959  7.0375e-05    2.76
cell(Volume)         230.1715   232.5891  5.8448e+00    1.05
cell(a)                5.6110     5.5354  5.7148e-03    1.35
cell(b)                7.6690     7.7261  3.2594e-03    0.74
cell(c)                5.3490     5.4385  8.0128e-03    1.67
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9708  4.9373e-06    0.23
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3898  1.9600e-06    0.36
cell(3_y)              0.1515     0.1510  2.5200e-07    0.33
cell(3_z)              0.3787     0.3810  5.5131e-06    0.62
cell(4_x)              0.3884     0.3896  1.5351e-06    0.32
cell(4_y)              0.1515     0.1509  3.9188e-07    0.41
cell(4_z)              0.3787     0.3812  6.0123e-06    0.65
cell(Volume)        1266.1264  1266.1206  3.3675e-05    0.00
cell(a)               10.8183    10.8183  2.8900e-10    0.00
cell(b)               10.8183    10.8183  2.8900e-10    0.00
cell(c)               10.8183    10.8183  2.8900e-10    0.00
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0390  6.2951e-04   39.14
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4924  7.0543e-05    1.74
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4529  1.2317e-04    2.39
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5981  2.8708e-05    0.89
cell(4_x)              0.3026     0.2970  3.1517e-05    1.86
cell(4_y)              0.0538     0.0523  2.1404e-06    2.72
cell(4_z)              0.1950     0.2009  3.4551e-05    3.01
cell(5_x)              0.4640     0.4525  1.3122e-04    2.47
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5984  2.6153e-05    0.85
cell(6_x)              0.3026     0.2972  2.9041e-05    1.78
cell(6_y)              0.0538     0.0525  1.6333e-06    2.38
cell(6_z)              0.1950     0.2009  3.4928e-05    3.03
cell(Volume)         227.7998   228.3528  3.0585e-01    0.24
cell(a)                5.6020     5.5026  9.8760e-03    1.77
cell(b)                7.6350     7.7004  4.2736e-03    0.86
cell(c)                5.3260     5.3892  3.9951e-03    1.19
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2491  4.6240e-07    0.27
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2461e-04    2.32
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4709e-04    2.43
cell(Volume)          70.0075    69.3847  3.8793e-01    0.89
cell(a)                3.7149     3.6687  2.1387e-03    1.24
cell(b)                3.7149     3.6687  2.1387e-03    1.24
cell(c)                5.8576     5.9528  9.0579e-03    1.62
Objective Function = 1.486916e+05
Average Percentage Relative Error = 5.404792e+00


*********************************************
dual_nelder-mead

                       POINT NUMBER = 949

DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0665     0.9626  8.0292e-01 1347.46
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4829     0.4933  1.0849e-04    2.16
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5400  8.3810e-04    5.67
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5895  4.1984e-04    3.60
cell(4_x)              0.2190     0.2054  1.8433e-04    6.20
cell(4_y)              0.0390     0.0476  7.4529e-05   22.14
cell(4_z)              0.2800     0.2965  2.7067e-04    5.88
cell(5_x)              0.5110     0.5403  8.6101e-04    5.74
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5897  4.2874e-04    3.64
cell(6_x)              0.2190     0.2052  1.8978e-04    6.29
cell(6_y)              0.0390     0.0478  7.7563e-05   22.58
cell(6_z)              0.2800     0.2964  2.7021e-04    5.87
cell(Volume)         226.2552   229.6123  1.1271e+01    1.48
cell(a)                5.5980     5.5134  7.1648e-03    1.51
cell(b)                7.6230     7.6943  5.0780e-03    0.93
cell(c)                5.3020     5.4127  1.2250e-02    2.09
-------------------------------------------------------------
Dy2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9708  1.0713e-05    0.34
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3898  1.6693e-06    0.33
cell(3_y)              0.1515     0.1510  2.5402e-07    0.33
cell(3_z)              0.3795     0.3810  2.3747e-06    0.41
cell(4_x)              0.3911     0.3896  2.1199e-06    0.37
cell(4_y)              0.1515     0.1509  3.9690e-07    0.42
cell(4_z)              0.3795     0.3811  2.7159e-06    0.43
cell(Volume)        1214.7678  1243.1103  8.0330e+02    2.33
cell(a)               10.6700    10.7523  6.7809e-03    0.77
cell(b)               10.6700    10.7523  6.7809e-03    0.77
cell(c)               10.6700    10.7523  6.7809e-03    0.77
-------------------------------------------------------------
ErFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0396  8.6854e-04   42.65
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4816     0.4923  1.1479e-04    2.22
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4594     0.4547  2.2354e-05    1.03
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6137     0.5960  3.1269e-04    2.88
cell(4_x)              0.3059     0.2963  9.2756e-05    3.15
cell(4_y)              0.0573     0.0512  3.6724e-05   10.58
cell(4_z)              0.1910     0.2017  1.1351e-04    5.58
cell(5_x)              0.4594     0.4543  2.6102e-05    1.11
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6137     0.5962  3.0517e-04    2.85
cell(6_x)              0.3059     0.2965  8.8586e-05    3.08
cell(6_y)              0.0573     0.0514  3.4551e-05   10.26
cell(6_z)              0.1910     0.2017  1.1438e-04    5.60
cell(Volume)         223.0089   226.2878  1.0751e+01    1.47
cell(a)                5.5820     5.4902  8.4274e-03    1.64
cell(b)                7.5910     7.6664  5.6820e-03    0.99
cell(c)                5.2630     5.3763  1.2835e-02    2.15
-------------------------------------------------------------
Er2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9709  1.5280e-05    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3899  1.5129e-06    0.31
cell(3_y)              0.1512     0.1510  3.9204e-08    0.13
cell(3_z)              0.3799     0.3810  1.2455e-06    0.29
cell(4_x)              0.3911     0.3897  1.9488e-06    0.36
cell(4_y)              0.1512     0.1509  1.0628e-07    0.22
cell(4_z)              0.3799     0.3811  1.5080e-06    0.32
cell(Volume)        1172.2391  1199.1206  7.2262e+02    2.29
cell(a)               10.5440    10.6240  6.3982e-03    0.76
cell(b)               10.5440    10.6240  6.3982e-03    0.76
cell(c)               10.5440    10.6240  6.3982e-03    0.76
-------------------------------------------------------------
EuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4399     0.4662  6.8927e-04    5.97
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0145     0.0055  8.1685e-05   62.33
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5320     0.5331  1.1556e-06    0.20
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5978     0.5808  2.8825e-04    2.84
cell(4_x)              0.1994     0.2080  7.4632e-05    4.33
cell(4_y)              0.0506     0.0429  5.9799e-05   15.28
cell(4_z)              0.3023     0.2935  7.7229e-05    2.91
cell(5_x)              0.5320     0.5335  2.1786e-06    0.28
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5978     0.5810  2.8080e-04    2.80
cell(6_x)              0.1994     0.2079  7.1622e-05    4.24
cell(6_y)              0.0506     0.0430  5.7335e-05   14.96
cell(6_z)              0.3023     0.2935  7.6860e-05    2.90
cell(Volume)         231.4371   233.5025  4.2660e+00    0.89
cell(a)                5.6060     5.5352  5.0080e-03    1.26
cell(b)                7.6850     7.7323  2.2383e-03    0.62
cell(c)                5.3720     5.4556  6.9970e-03    1.56
-------------------------------------------------------------
Eu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2806     0.2794  1.3526e-06    0.41
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0960     0.0990  9.1083e-06    3.14
cell(3_y)              0.3559     0.3603  1.9272e-05    1.23
cell(3_z)              0.1301     0.1311  9.5258e-07    0.75
cell(4_x)              0.0960     0.0991  9.8784e-06    3.27
cell(4_y)              0.3559     0.3605  2.0721e-05    1.28
cell(4_z)              0.1301     0.1312  1.1599e-06    0.83
cell(Volume)        1283.7630  1298.8254  2.2688e+02    1.17
cell(a)               10.8683    10.9106  1.7928e-03    0.39
cell(b)               10.8683    10.9106  1.7928e-03    0.39
cell(c)               10.8683    10.9106  1.7928e-03    0.39
-------------------------------------------------------------
HoFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4611  9.5316e-05    2.07
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0073  1.4209e-06   19.54
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5431  1.0330e-03    6.29
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5934  5.9473e-04    4.29
cell(4_x)              0.2190     0.2044  2.1339e-04    6.67
cell(4_y)              0.0390     0.0498  1.1636e-04   27.66
cell(4_z)              0.2800     0.2976  3.1008e-04    6.29
cell(5_x)              0.5110     0.5435  1.0581e-03    6.37
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5936  6.0521e-04    4.32
cell(6_x)              0.2190     0.2042  2.1963e-04    6.77
cell(6_y)              0.0390     0.0500  1.2025e-04   28.12
cell(6_z)              0.2800     0.2976  3.0899e-04    6.28
cell(Volume)         224.3297   227.6021  1.0709e+01    1.46
cell(a)                5.5910     5.4999  8.2906e-03    1.63
cell(b)                7.6020     7.6765  5.5453e-03    0.98
cell(c)                5.2780     5.3908  1.2732e-02    2.14
-------------------------------------------------------------
Ho2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9673     0.9708  1.2461e-05    0.36
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3888     0.3898  1.0774e-06    0.27
cell(3_y)              0.1519     0.1510  8.1360e-07    0.59
cell(3_z)              0.3811     0.3810  5.1840e-09    0.02
cell(4_x)              0.3888     0.3897  7.6213e-07    0.22
cell(4_y)              0.1519     0.1509  1.0609e-06    0.68
cell(4_z)              0.3811     0.3811  1.4440e-09    0.01
cell(Volume)        1196.9246  1216.7112  3.9151e+02    1.65
cell(a)               10.6175    10.6757  3.3857e-03    0.55
cell(b)               10.6175    10.6757  3.3857e-03    0.55
cell(c)               10.6175    10.6757  3.3857e-03    0.55
-------------------------------------------------------------
LaFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4850  1.9963e-04    3.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0016  2.0026e-05   73.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5129  3.5156e-06    0.37
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5539  2.2707e-04    2.65
cell(4_x)              0.2190     0.2202  1.4908e-06    0.56
cell(4_y)              0.0390     0.0278  1.2486e-04   28.65
cell(4_z)              0.2800     0.2802  4.7961e-08    0.08
cell(5_x)              0.5110     0.5131  4.4775e-06    0.41
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5542  2.1999e-04    2.61
cell(6_x)              0.2190     0.2201  1.2210e-06    0.50
cell(6_y)              0.0390     0.0279  1.2224e-04   28.35
cell(6_z)              0.2800     0.2803  1.0112e-07    0.11
cell(Volume)         242.8598   249.5436  4.4673e+01    2.75
cell(a)                5.5647     5.6165  2.6836e-03    0.93
cell(b)                7.8551     7.9269  5.1512e-03    0.91
cell(c)                5.5560     5.6050  2.4049e-03    0.88
-------------------------------------------------------------
La2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2469     0.2491  5.0221e-06    0.91
cell(2_x)              0.3333     0.3333  0.0000e+00    0.00
cell(2_y)              0.6667     0.6667  0.0000e+00    0.00
cell(2_z)              0.6454     0.6615  2.5905e-04    2.49
cell(3_x)              0.0000     0.0000  0.0000e+00    0.00
cell(3_y)              0.0000     0.0000  0.0000e+00    0.00
cell(3_z)              0.0000     0.0000  0.0000e+00    0.00
cell(4_x)              0.3333     0.3333  0.0000e+00    0.00
cell(4_y)              0.6667     0.6667  0.0000e+00    0.00
cell(4_z)              0.6454     0.6621  2.7842e-04    2.59
cell(5_x)              0.0000     0.0000  0.0000e+00    0.00
cell(5_y)              0.0000     0.0000  0.0000e+00    0.00
cell(5_z)              0.0000     0.0000  0.0000e+00    0.00
cell(Volume)          82.7264    86.1053  1.1417e+01    4.08
cell(a)                3.9360     3.9419  3.4480e-05    0.15
cell(b)                3.9360     3.9419  3.4480e-05    0.15
cell(c)                6.1660     6.3987  5.4166e-02    3.77
-------------------------------------------------------------
LuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0715     0.0419  8.7586e-04   41.39
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4800     0.4907  1.1533e-04    2.24
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4539     0.4466  5.3202e-05    1.61
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6199     0.6054  2.1127e-04    2.34
cell(4_x)              0.3071     0.2983  7.7951e-05    2.87
cell(4_y)              0.0621     0.0565  3.1877e-05    9.09
cell(4_z)              0.1893     0.1994  1.0252e-04    5.35
cell(5_x)              0.4539     0.4462  5.8568e-05    1.69
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6199     0.6056  2.0498e-04    2.31
cell(6_x)              0.3071     0.2985  7.3599e-05    2.79
cell(6_y)              0.0621     0.0566  2.9779e-05    8.79
cell(6_z)              0.1893     0.1995  1.0412e-04    5.39
cell(Volume)         218.7534   221.1858  5.9163e+00    1.11
cell(a)                5.5470     5.4478  9.8490e-03    1.79
cell(b)                7.5650     7.6321  4.5089e-03    0.89
cell(c)                5.2130     5.3198  1.1399e-02    2.05
-------------------------------------------------------------
Lu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9711  1.6794e-05    0.42
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3912     0.3900  1.5525e-06    0.32
cell(3_y)              0.1521     0.1510  1.1946e-06    0.72
cell(3_z)              0.3800     0.3810  9.5844e-07    0.26
cell(4_x)              0.3912     0.3898  2.0051e-06    0.36
cell(4_y)              0.1521     0.1509  1.4982e-06    0.80
cell(4_z)              0.3800     0.3811  1.2078e-06    0.29
cell(Volume)        1110.3255  1134.7883  5.9843e+02    2.20
cell(a)               10.3550    10.4305  5.6996e-03    0.73
cell(b)               10.3550    10.4305  5.6996e-03    0.73
cell(c)               10.3550    10.4305  5.6996e-03    0.73
-------------------------------------------------------------
PrFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4563     0.4820  6.5957e-04    5.63
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0090     0.0020  4.8525e-05   77.40
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5212     0.5142  4.9449e-05    1.35
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5817     0.5548  7.2339e-04    4.62
cell(4_x)              0.2081     0.2187  1.1317e-04    5.11
cell(4_y)              0.0437     0.0285  2.3201e-04   34.86
cell(4_z)              0.2925     0.2817  1.1625e-04    3.69
cell(5_x)              0.5212     0.5145  4.5347e-05    1.29
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5817     0.5550  7.1140e-04    4.59
cell(6_x)              0.2081     0.2186  1.1067e-04    5.06
cell(6_y)              0.0437     0.0286  2.2843e-04   34.59
cell(6_z)              0.2925     0.2818  1.1425e-04    3.65
cell(Volume)         238.0849   243.3065  2.7265e+01    2.19
cell(a)                5.5780     5.5701  6.2173e-05    0.14
cell(b)                7.7860     7.8567  4.9926e-03    0.91
cell(c)                5.4820     5.5597  6.0382e-03    1.42
-------------------------------------------------------------
Pr2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9695     0.9702  5.0268e-07    0.07
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3905     0.3895  9.1012e-07    0.24
cell(3_y)              0.1494     0.1510  2.4461e-06    1.05
cell(3_z)              0.3786     0.3811  6.4567e-06    0.67
cell(4_x)              0.3905     0.3894  1.2254e-06    0.28
cell(4_y)              0.1494     0.1508  2.0909e-06    0.97
cell(4_z)              0.3786     0.3812  6.9116e-06    0.69
cell(Volume)        1438.3050  1450.6653  1.5278e+02    0.86
cell(a)               11.2880    11.3202  1.0396e-03    0.29
cell(b)               11.2880    11.3202  1.0396e-03    0.29
cell(c)               11.2880    11.3202  1.0396e-03    0.29
-------------------------------------------------------------
SmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4433     0.4699  7.0969e-04    6.01
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0131     0.0045  7.4753e-05   66.00
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5290     0.5277  1.6435e-06    0.24
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5947     0.5739  4.3272e-04    3.50
cell(4_x)              0.2008     0.2104  9.2968e-05    4.80
cell(4_y)              0.0497     0.0390  1.1370e-04   21.45
cell(4_z)              0.2996     0.2908  7.7159e-05    2.93
cell(5_x)              0.5290     0.5281  7.9210e-07    0.17
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5947     0.5741  4.2321e-04    3.46
cell(6_x)              0.2008     0.2103  8.9946e-05    4.72
cell(6_y)              0.0497     0.0392  1.1048e-04   21.15
cell(6_z)              0.2996     0.2909  7.6300e-05    2.92
cell(Volume)         233.0557   236.6022  1.2578e+01    1.52
cell(a)                5.5970     5.5487  2.3364e-03    0.86
cell(b)                7.7110     7.7686  3.3155e-03    0.75
cell(c)                5.4000     5.4889  7.9110e-03    1.65
-------------------------------------------------------------
Sm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9705  3.9125e-06    0.20
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3907     0.3897  1.0568e-06    0.26
cell(3_y)              0.1504     0.1510  3.3756e-07    0.39
cell(3_z)              0.3791     0.3811  3.9760e-06    0.53
cell(4_x)              0.3907     0.3895  1.4090e-06    0.30
cell(4_y)              0.1504     0.1509  2.0976e-07    0.30
cell(4_z)              0.3791     0.3812  4.3723e-06    0.55
cell(Volume)        1329.1858  1342.9249  1.8876e+02    1.03
cell(a)               10.9950    11.0328  1.4253e-03    0.34
cell(b)               10.9950    11.0328  1.4253e-03    0.34
cell(c)               10.9950    11.0328  1.4253e-03    0.34
-------------------------------------------------------------
TmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0410  7.8854e-04   40.64
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4810     0.4914  1.0856e-04    2.17
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4559     0.4498  3.7687e-05    1.35
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6148     0.6018  1.6994e-04    2.12
cell(4_x)              0.3057     0.2976  6.5740e-05    2.65
cell(4_y)              0.0587     0.0544  1.8250e-05    7.28
cell(4_z)              0.1907     0.2002  8.9889e-05    4.97
cell(5_x)              0.4559     0.4494  4.2315e-05    1.43
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6148     0.6020  1.6428e-04    2.08
cell(6_x)              0.3057     0.2978  6.1937e-05    2.57
cell(6_y)              0.0587     0.0546  1.6679e-05    6.96
cell(6_z)              0.1907     0.2002  9.1088e-05    5.00
cell(Volume)         222.0563   223.3002  1.5473e+00    0.56
cell(a)                5.5760     5.4658  1.2152e-02    1.98
cell(b)                7.5840     7.6463  3.8818e-03    0.82
cell(c)                5.2510     5.3430  8.4673e-03    1.75
-------------------------------------------------------------
Tm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9661     0.9711  2.4621e-05    0.51
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3890     0.3899  8.8360e-07    0.24
cell(3_y)              0.1540     0.1510  8.9401e-06    1.94
cell(3_z)              0.3790     0.3810  3.9561e-06    0.52
cell(4_x)              0.3890     0.3898  5.9753e-07    0.20
cell(4_y)              0.1540     0.1509  9.7282e-06    2.03
cell(4_z)              0.3790     0.3811  4.4352e-06    0.56
cell(Volume)        1154.5848  1160.1735  3.1234e+01    0.48
cell(a)               10.4908    10.5077  2.8561e-04    0.16
cell(b)               10.4908    10.5077  2.8561e-04    0.16
cell(c)               10.4908    10.5077  2.8561e-04    0.16
-------------------------------------------------------------
YbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0708     0.0408  9.0072e-04   42.39
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4806     0.4916  1.2065e-04    2.29
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4537     0.4506  9.4618e-06    0.68
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6169     0.6008  2.6021e-04    2.61
cell(4_x)              0.3077     0.2974  1.0654e-04    3.35
cell(4_y)              0.0599     0.0539  3.6325e-05   10.06
cell(4_z)              0.1886     0.2004  1.3967e-04    6.27
cell(5_x)              0.4537     0.4503  1.1868e-05    0.76
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6169     0.6010  2.5319e-04    2.58
